timestamp,plate,latt,long,path
12-06-21_18:46:52,MH12DE1433,37.785921,-122.472693,v_detected/MH12DE1433_12-06-21_18:46:52.jpg
12-06-21_18:55:48,MH12DE1433,37.787815,-122.472178,v_detected/MH12DE1433_12-06-21_18:55:48.jpg
13-06-21_14:11:44,MH12DE1433,37.773097,122.471789,v_detected/MH12DE1433_13-06-21_14:11:44.jpg
